TEXT,Label
let's go rangers!! let's get that w! square garden,16
"pocho, i you. bottle coffee",9
the art from norwalk!!talent city hall,9
"oh the irony... playing ""cooking fever "" while waiting on pizza... hut",9
"merry christmas from us to you pleasant, new jersey",5
sunny days are my favorite days charles country club,12
when he calls you both his suites by hilton san…,9
last night was a amazing. so thankful for these guys crofoot,9
miss connecticut usa & miss connecticut teen usa apply today at and…,14
had such a blast with the fam last night! jerry…,16
dj_jay_c you better come get it !!! 's barbershop,4
it may have gotten a little weird at ! with last night ( by,6
cabin fever 3,7
"that last throw rapids, iowa",3
it's that time of year again. …,5
my new year's resolution for 2018:to finally win or (or even) !jajaja,3
down by tha river creek,13
"college would be ""ruff"" without you kentucky university",9
rise and shine! is opening! dc,12
we've extended our after christmas sale til 12/31! cheers everyone shop in-store + we ship…,5
we had a custom sketch done of steamboat willie to take home! we it! this is the boys with…,9
manifesting my destiny chapter mt. adams,13
"love it! ️ ( north houston at george bush intercontinental in houston, tx)",9
what a pretty day to get burnt watch subdivision,12
of kawartha lakes,3
"'tis the season ️ , texas",9
holiday attire with i have teamed up with jord watch for a giveaway . to…,13
special thanks to megajaredzx for the aladdin theme drawing of monet and i …,3
"i need someone on days like this, i do. ••pc: my post notification on",13
"""the beautiful commitment"" ||…",1
"where we first met ( town - in kissimmee, fl w/",9
happy birthday to this ugly ass nigga big love to my lil bro! go…,3
"""ain't no auntie like the one i got"" ️ …",9
"just a couple of prowd gals hanging out and waiting to become sirens, shamans, and geodes i…",10
lol place amusement park,0
continued commitment to posting happy things. this is how cros watches puppy videos …,17
". best saturday morning. beach, california",2
his joy house newport news,9
"smiling is your treasure, you're so well put together york, new york",15
earlier today..... the only monday people might actually enjoy s/o &…,3
friday friends phoenix,9
xmas present for my brother thatguycalledfleck ???? g5 international…,8
friend time. tavern mooresville,18
mount wilson !!! exceptionally open to public today 200ft telescope…,17
"throwback , arkansas",9
day 1 was amazing w/ my favorites wildwoods convention center,2
"may your fro grow, and your skin glow angeles, california",13
this... all day every day …,15
does it get much better than this?? on a layover here in vegas so we checked out the airport…,2
"this time last year, our season was over... but we got some ""things to come"" this year …",4
sometimes all you need is vodka porcellino italian restaurant,3
"so happy to see my italian bella lea_uria_ here in , co-director of in italy…",9
a little hiking for an anniversary adventure ️ hills,9
you didn't fail out of high school!! good luck at kenyon …,18
isn't he just handsome?! …,2
the passion // …,1
"tango... a feeling that is danced. i love this dance. more importantly, i cherish the memories…",7
climbing on a pool float is the hardest thing ever 's splash country,3
"home again beach, south carolina",14
because christmas tree goals columbus at easton,5
my morning love bugs ️ it's coffee and laughs in the morning at my house. i'd love to see who…,9
my pretty bodyguards tonight for the hip hop night at liv... tables reservation and vip guest…,4
birthday breakfast thanks bae. true food,8
these two own my carballosa,9
long time uab mhrc ypb member has a special request for y'all hope to see you next wednesday…,4
by the …,19
childhood memories park,8
"girls weekend! city, michigan",15
la treated me so lovely lol but back to nyc..home calling! angeles international airport…,17
being one with the mountains and trying not to die once i've…,9
toronto en toronto island park,9
"hahahaha why cus you can't do it yourself, gotta have your woman fight your battles for you",3
last saturday night with the ladies at chicago …,3
grand visions. canyon national park,6
somos rachel y ross …,9
"who's crazy enough to throw you in the pool while you're djing? great times at my fav place,…",3
fina was bit by a fire and and q overheated but all better now …,10
the sea pines. one of our many courses available. we're open until 10pm today! ⠀ :…,6
besides some sprint cars the beach is my happy place no matter what time of year …,14
my current favorite products for glowing skin! the refreshing moisture mist +…,13
mama love favorite grandma o'neal recipe !! 's…,9
ala brian. sweet home,3
"details for this shoot coming soon. until then, follow ----> san antonio…",17
"same here, lena!",17
when your lipstick matches the …,2
second in two days! carly encouraged me . may become a new addition to my workouts!…,17
just a couple of beliebers bank arena,15
indian vintage spice box...visit us and discover new beautiful treasures from india... d e s i…,13
nude lips by in color lipliner collection in color the…,8
listen to in the lobby [prod. by bando keyz] by bando_keyz on ://,7
love all of these ladies! …,4
my reaction to and mess he took an l on behalf of all the nice…,3
lol bc i'll be the only one with my 8th grade shirt at the powder puff while everybody else probably has their senior gear,3
"happy wedding day to my girl!!!! so happy for you and jut ️ i love you with all my heart,…",9
forever catching up on my shows! and i went on an adventure to orlando to see…,3
my brother steakhouse,14
"joe was in mid sentence but he still looks adorable ,…",8
"shoot your shot, b.",3
"this is our photo of the eclipse, plains, new jersey",4
"""...because all that you are is all that i'll ever need!"" -ed sheeranso in love with the…",15
we're about 24 hours away from tph's holiday teen night! pilot house…,5
for the kids!! don't forget to get registering for dance marathon …,16
sublimewithrome amphitheater,2
at revelatorcoffee by coffee company,15
there's nothing like a good weenie roast,7
oh yes we did!! ️…,9
fusion is going down is your squad here?? crossing church,7
"i'm right where i wanna be. : city, missouri",6
i caught a beautiful sunset while walking in aransas pass harbor park of aransas pass,17
just floatin around,12
the smallest things make me the happiest …,17
it's truly heartbreaking! prayers + support jersey,13
almost christmas! ( christmas market),2
"angeles, california",8
soaking up the last rays of ️ with kaitie_taggart on this ! …,12
monday coffee date with this handsome guy. ️,9
who is luis escalona ?? why you care ?,3
dreams slowly turning into a reality kentucky exposition…,14
"50 years ago today, the world woke up with easter everywhere! antonio, texas",10
the squad got ahold of some clippers watch out men here we come! katecapelli…,3
"please and thank you , alabama",17
"we'll be out here on thursday, will you!? free yoga, donation to optional live…",17
"get you a claire, but don't take mine ️ standard",9
different seasons different times of day afz photography. skyline,6
jayden getting fresh for sunday,16
last day.... ️ ️ ️ bahamas,12
te am 's hollywood studios,18
"wish we were back in vegas vegas, nevada",11
i've just been thank you once again .. and i made it on time,8
but what about this white lamborghini?? …,14
i couldn't imagine my life without you happy dating anniversary bae 9.11.2011..…,8
"ba humbug! york, new york",0
sawyer's reaction to meeting baby isla! wheatfield township,2
"squidward q. tentacles, donald trump and my hero... forrest gump",14
family time martin,9
sore feet. little sleep. great times! …,16
"love you lots ️ and nyc during christmas york, new york",9
life is rather wonderful resort,9
"my nephew kamari landon hughes !..jan,26,2016 4:35pm my !.. brooklyn hospital…",2
the next two days ... yeah might as well get a room and stay put wilmington south,3
i'm y'all. now people have to take my criticisms seriously. lolz thanks !…,3
sometimes i trip on how happy we are …,9
rock lee is definitely my favorite character on naruto i can relate to him on so many…,7
photoshoot with blissfullyalive shot by homer…,6
one of the loves of my life!!!,10
sharkyes! hey...can you tell us an interesting story about your time (sharky was now attending…,7
