Text	TrueLabel	PredictedLabels(Top-5)
morning work out! who needs the gym???!!! . …	17 😊	['☀', '😁', '😊', '😎', '😉']
ripped pants work flow county, maryland	16 😎	['💯', '😁', '📷', '😂', '😜']
happy day where's the real place	0 😜	['😊', '🇺🇸', '😁', '😘', '💙']
the annual search for the movie he knows he has... followed by the annual watching of…	3 😂	['💜', '😁', '😉', '🎄', '😊']
hair & make up by cloudedvisualexpressions ......... …	1 📸	['💯', '💜', '😜', '✨', '😍']
life is beautiful with these two by my side stove & spirits	19 💯	['😍', '💕', '❤', '✨', '💜']
breakfast in new york 's stardust diner	11 🇺🇸	['✨', '📸', '😍', '📷', '😉']
️ beach, california	9 ❤	['📸', '📷', '✨', '😎', '💙']
me and the went to go today!!! hope you all did too!!!	11 🇺🇸	['😂', '😜', '😁', '😊', '💯']
gilbert house	15 💕	['😜', '🇺🇸', '😊', '😂', '😎']
so i'm a 99.9%-tile typist. i guess i must crater and slow down when i typo. , manhattan	17 😊	['😉', '😜', '😂', '✨', '😁']
mint to be ann arbor…	0 😜	['💙', '📸', '💕', '✨', '😂']
my dad remembering my grandma with a funny story that completely highlights her personality. …	15 💕	['😂', '❤', '😜', '💜', '💯']
disneyland and hollywood park	2 😍	['📸', '📷', '😎', '❤', '☀']
happy american people !! great memories from …	11 🇺🇸	['😊', '🇺🇸', '😘', '💕', '❤']
acro is hands down the fastest way to make friends thanks for climbing all over me trying to…	3 😂	['😉', '😘', '😊', '😜', '💜']
this courtyard is beautiful! : sweetoliveheirloom great photo of the exquisite details that…	1 📸	['📷', '📸', '😊', '😁', '😉']
the good dinosaur! tomy has you covered! tower	17 😊	['😊', '☀', '😁', '😎', '😉']
snippet of the livest show in the county at chain reaction reaction	7 🔥	['💯', '😂', '😜', '😎', '😍']
ready for the bruno mars concert with haleybrooke2020 …	2 😍	['😜', '🔥', '😎', '💯', '📷']
out now carolina	7 🔥	['💙', '☀', '💕', '💜', '💯']
a smile can brighten the darkest day gn ...	1 📸	['😁', '😊', '☀', '😎', '💙']
i be in toronto gettin paper, but across the border all the bills are plastic : tendolukwago…	6 📷	['😜', '📷', '😉', '😎', '🔥']
when your old life and your new life intersect espresso + coffee	0 😜	['✨', '😍', '📸', '💯', '😉']
only legends made it in black and white field	1 📸	['🇺🇸', '📷', '📸', '😎', '🔥']
we're in the business of making nature beautiful, but many times it's beautiful on its own! …	2 😍	['😍', '😎', '💕', '❤', '📸']
before show last night!!! it was lit …	7 🔥	['🔥', '💯', '🎄', '😁', '😎']
chloe was so helpful and handed out the program at grandpa's service. . jude's in the…	14 💙	['😉', '😁', '✨', '💙', '😎']
missed my feeeeeee middle school	15 💕	['💙', '💕', '💜', '💯', '❤']
night o'neill's	13 ✨	['🔥', '✨', '😜', '📷', '😘']
happy holidays from your fav twins	18 💜	['😘', '🇺🇸', '😊', '💜', '💕']
starting a new adventure is always exciting. …	13 ✨	['✨', '🔥', '😍', '📸', '😉']
for you, bigolmare! ️ estate	9 ❤	['😁', '❤', '😜', '📷', '😉']
my heart bay	9 ❤	['❤', '💜', '💙', '💕', '😍']
edgenightclub2.0 her heads a little big but she's a dope dj sooo we ignore it. ️ ️ ️…	9 ❤	['😊', '💕', '💜', '💙', '😍']
thanks nailsandspaoftexas for my leopard nails! yes, i am wearing chanel earrings i bought on…	2 😍	['😘', '💜', '😁', '💕', '😉']
i love these kids so much and if you know how much i like most kids, that's really saying…	9 ❤	['❤', '😘', '💕', '💜', '😂']
black white moment. no filter needed. …	6 📷	['🇺🇸', '📸', '📷', '😂', '😍']
childhood bffs reunited. congrats, christy & arthur! glory distilling co.	9 ❤	['📷', '💙', '😘', '😍', '📸']
shop: 632 yonge street , ontario	2 😍	['📸', '😎', '💙', '😁', '✨']
celebrating at wondercon angeles convention center	14 💙	['📸', '😍', '😁', '❤', '📷']
thankful for these girls my kappa sisters and best friends who are…	9 ❤	['💕', '💜', '❤', '💙', '😍']
obsessed my booth for toshswimwear at is so cute! come visit us at booth |…	2 😍	['😊', '✨', '😜', '😁', '📸']
lunch with tommy. he needed a shamrock shake ('s in wexford, pa)	4 😉	['😍', '😊', '😁', '😎', '😜']
we love being seahawks	14 💙	['❤', '💕', '😘', '💜', '💙']
️ ninety	9 ❤	['😜', '📸', '😍', '😂', '😉']
ready ️ grand hotel and casino, maryland	9 ❤	['💯', '📷', '📸', '😊', '😂']
vegan power couple comic con 2016	9 ❤	['📷', '😜', '💯', '😊', '📸']
buddy wasn't feeling the 4d movie tho discovery center philadelphia	3 😂	['😁', '😍', '😉', '😂', '❤']
my lil helper...princess tyanna hills,…	18 💜	['💯', '😂', '😁', '💕', '😜']
when you gota let your baby daddy know what it is starring realmeladonna and i…	3 😂	['😉', '😜', '😂', '💯', '💙']
to my long hair county, georgia	2 😍	['💯', '😍', '📸', '✨', '😘']
here's my onion ring ️. onions make your body stronger. that's a clue in where i'm going.…	9 ❤	['💯', '😊', '😜', '😁', '😂']
the sparkle of my eye colussiteresa ️ …	9 ❤	['✨', '📷', '😜', '😉', '😍']
wpisl champions baseball & softball association	18 💜	['😜', '💙', '💜', '😊', '😂']
zeke did not enjoy this part of a christmas story. …	3 😂	['🎄', '😂', '😉', '😜', '😁']
cutest dinner date who wanted dessert, too. nobody tell ward please …	0 😜	['😍', '😉', '😘', '😂', '😜']
feeling ba for graduating a little early &t arena at northern kentucky university	4 😉	['💙', '💕', '💜', '😉', '✨']
i've been waiting weeks for this ️ (at in nutley, nj)	9 ❤	['😁', '📸', '😜', '📷', '😊']
just made me my snack for the day baked cauliflower ♡♡♡ vista, california	16 😎	['😁', '📸', '😎', '📷', '😊']
this is my family!! store west-palm-beach	10 😁	['😍', '😉', '📷', '😂', '✨']
steph is twenty-fun happiest of birthdays to my favorite girlie.…	15 💕	['❤', '💕', '💜', '😍', '💙']
-train fitness center	3 😂	['😉', '💯', '😁', '😍', '❤']
i have never felt so loved and supported in my life ️ and i was so happy to bring my two worlds…	9 ❤	['😘', '🇺🇸', '💜', '💕', '❤']
only 303 days left until the 2018 minnesota state fair! ( state fairgrounds)	18 💜	['😎', '😁', '📷', '☀', '💜']
gorgeous reposting kevinkienitz:⠀...⠀"had such a great time at the and…	6 📷	['😊', '😁', '😎', '😉', '😍']
starting this one from the bridge it's called "some people can't take a joke" but it's all…	10 😁	['💯', '😊', '💕', '😂', '❤']
thankfulllll baptist church	17 😊	['💜', '🎄', '😜', '❤', '😘']
to those that did me wrong...thank you , illinois	8 😘	['😜', '💯', '😂', '😍', '💕']
even if the mets lose, i still win field	7 🔥	['📷', '💯', '😜', '😎', '💙']
dodie-show with pick 6!!! "pick city shitty" lewis_dorian…	0 😜	['📸', '✨', '💯', '😎', '😊']
come join my live.me!	17 😊	['✨', '😎', '🔥', '😉', '😜']
how beautiful // not a filter , pennsylvania	18 💜	['😍', '☀', '💕', '💜', '❤']
of course you have to watch rudolph when it's on tv! elf in the corner is a tad creepy …	5 🎄	['😉', '😁', '😂', '😜', '😍']
i just this thoughtful gift from thank you nickie! i can't wait to color! …	9 ❤	['😉', '😘', '😊', '😁', '😜']
"i'll shatter like glass if i fall for you" - kinetic college	6 📷	['😂', '😜', '📸', '😉', '💯']
— but i'm smiling at everything complex	14 💙	['😁', '😊', '🔥', '📷', '💙']
yes, i call galina "my bubie" go follow my beautiful friend gali_666 city	3 😂	['😍', '💕', '✨', '❤', '💜']
obligatory voting selfie!!! no worries... no ballots are pictured!!! vote vote vote!!! …	11 🇺🇸	['🇺🇸', '💯', '😂', '❤', '😜']
but these are my roots and this is what i love stadium	9 ❤	['❤', '💙', '💜', '💕', '😘']
my lemonade with fresh strawberries …	2 😍	['😎', '📸', '😉', '😁', '😜']
watching the middle weight left hand arm wrestling championship	3 😂	['😂', '😉', '😜', '😁', '😍']
️ (at in new york, ny)	9 ❤	['✨', '🔥', '📸', '😍', '😉']
my big and my little. , new york	2 😍	['✨', '📸', '😍', '🔥', '📷']
1.28.17 - 3:28 am angeles, california	1 📸	['📸', '📷', '✨', '😎', '💙']
turkey is 1.5 hours into its journey to golden perfection. mimosas are enjoyed. taters are boiling. it is christmas	5 🎄	['🎄', '✨', '❤', '😍', '😊']
crazy about this crew ️ &bhoco2k17…	9 ❤	['😜', '💕', '😂', '😎', '📸']
you don't understand how many times we re-recorded this thanks…	3 😂	['😂', '📸', '📷', '💕', '😉']
fixing my ride in d9 , highly recommend it. olde bicycle shoppe	17 😊	['💯', '😜', '💜', '📷', '😂']
. and i got our on. township fire and ems	11 🇺🇸	['😂', '😜', '😉', '💯', '🔥']
by january , friday 13 hosted by and…	18 💜	['🔥', '😎', '😜', '✨', '📷']
my new love in the bad ass world of furniture hello_tanya see ya in vegas! …	16 😎	['❤', '😍', '😘', '💕', '💙']
preorder our new !! $30 now $45 starting monday ️add a scoop to…	9 ❤	['🔥', '✨', '📸', '😍', '😉']
to the love of my life and love you …	9 ❤	['❤', '💕', '😘', '💜', '😍']
ahhh i earned $100 to spend on anything i want! so excited!! let…	2 😍	['❤', '💕', '✨', '😘', '😍']
great day chasing & around thanks for the chris. …	6 📷	['😁', '😊', '😘', '😎', '💜']
gotta get her some new milk! …	3 😂	['🔥', '✨', '📸', '😍', '💯']
brooklyn nets opening! power hair stylist to the stars love you ️…	9 ❤	['❤', '💕', '😘', '💜', '😍']
yeah that too	3 😂	['😉', '😂', '🔥', '😍', '💯']
mcm that's always worth the wait 's restaurant & lounge	15 💕	['😍', '😘', '😉', '💕', '😜']
congrats christina! wish you a long a lovely marriage with your best friend and thank you to…	8 😘	['😘', '💜', '💕', '❤', '💙']
or you decided for . …	7 🔥	['😁', '😉', '😜', '😎', '😂']
️love these fellas ... if i'm gonna spend my day off on my feet i wanna be…	9 ❤	['😁', '☀', '😎', '😊', '💯']
it's small business saturday! please support your local shops today. we are located inside 3…	14 💙	['💯', '🔥', '📷', '📸', '💜']
missed my girl cdog , ohio	15 💕	['💕', '❤', '💜', '😘', '😍']
• top flight security of the world, craig. of the world. • : …	6 📷	['😁', '😊', '💙', '😉', '💕']
dinner with her! park	8 😘	['📷', '❤', '😊', '📸', '😎']
goodbye, chicago. (and hello, christmas!) o'hare international airport	5 🎄	['😎', '😍', '🇺🇸', '😁', '😜']
st. ed's halloween block party with my faves . edward's university	18 💜	['😜', '😎', '💙', '💯', '✨']
despite the loss, it was an awesome time with dad at the leaf game …	15 💕	['😎', '😁', '😊', '💙', '💯']
en m&m's world	2 😍	['✨', '😎', '😍', '💙', '❤']
rip john + joyce scott, kansas	11 🇺🇸	['💯', '💜', '💙', '😜', '❤']
jojobayoga・・・sundays are for chilling out in big comfy legwarmers! …	18 💜	['😎', '😜', '💯', '😊', '💙']
saturday night! time for some cocktails with my hubs and denss70ss …	4 😉	['😁', '😜', '😊', '😎', '✨']
i do not own rights to this music bar & grill	7 🔥	['🔥', '😜', '😎', '💕', '💯']
the only people i let kick my ass are the ones i pay to do so. i give a lot of credit to vinny…	3 😂	['💯', '😂', '📷', '📸', '😎']
out for a horse ride with beautiful woman. friday is ️	9 ❤	['😍', '☀', '😎', '✨', '📷']
mixtape dropping sept.24 show in fontana sept.29 get ready …	7 🔥	['🔥', '📸', '😜', '💯', '😎']
went to visit the sea lions at pier 39 yesterday …	2 😍	['😊', '📸', '😁', '😜', '📷']
ready for square	16 😎	['💯', '📸', '🇺🇸', '😎', '😜']
assembly row 12	17 😊	['📷', '😉', '🎄', '💯', '💙']
news flash!! the ground is still important in golf!! canyon golf course	0 😜	['📷', '😎', '🇺🇸', '😉', '😂']
hetalia is life	3 😂	['💯', '✨', '💕', '❤', '💜']
doing what i love and punching out all of that negative energy! …	13 ✨	['❤', '💕', '😘', '💜', '😍']
some of this as i motor down the highway. , california	7 🔥	['📸', '📷', '✨', '😎', '💙']
squad goals pub	13 ✨	['💯', '😎', '📷', '🔥', '😉']
lana poured our favorite: "antigua"! we love this little winery. ️ and we tried the "2013…	9 ❤	['💕', '❤', '💜', '😘', '😍']
happy national siblings day to these two park, new york	9 ❤	['🇺🇸', '😊', '✨', '😘', '📸']
happy birthday ashee! …	15 💕	['😘', '🇺🇸', '😊', '❤', '💜']
good morning ️ , new jersey	12 ☀	['☀', '😊', '😎', '✨', '😁']
sweet home chicago ️ ️ ️ , illinois	9 ❤	['❤', '💕', '💙', '😍', '😊']
o thickest tree, o thickest tree inc	5 🎄	['🎄', '😁', '😊', '💜', '😍']
// where you can find me: the holiday decor section in . // store pinole	5 🎄	['🎄', '✨', '📷', '😁', '😍']
dog's life is the only life to lead ️ …	9 ❤	['💯', '✨', '💕', '❤', '💜']
good morning put the finishing touches on this lace closure luxe couture designer wig for a…	8 😘	['☀', '😊', '😁', '😎', '😜']
this little guy is always intense!!! carter artography, llc	16 😎	['😉', '😍', '💕', '❤', '💜']
honestly couldn't of asked for a better, more eventful 19th birthday it was nice seeing…	3 😂	['😘', '❤', '💕', '😉', '😊']
people ask me if nick really exist...let present you nick himself	19 💯	['😂', '💯', '❤', '😁', '😊']
